param sigma
9 12 39
9 13 57
9 14 40
9 15 45
9 16 55
9 17 39
9 18 60
9 19 37
9 20 41
9 21 49
9 22 43
9 23 43
9 24 54
9 25 35
9 26 37
9 27 51
9 28 59
9 29 38
9 30 46
9 31 58
9 32 35
9 33 46
9 34 45
9 35 41
9 36 38
9 37 41
9 38 36
9 39 47
9 40 39
9 41 54
9 42 51
9 43 59
9 44 39
9 45 57
9 46 41
9 47 46
9 48 47
9 49 57
9 50 52
9 51 60
9 52 38
9 53 50
9 54 47
9 55 53
9 56 55
9 57 53
9 58 52
9 59 57
9 60 55
9 61 39
9 62 44
9 63 53
9 64 56
9 65 36
9 66 39
9 67 59
9 68 41
9 69 59
9 70 49
9 71 45
9 72 42
9 73 42
9 74 60
9 75 43
9 76 36
9 77 55
9 78 57
9 79 36
9 80 52
10 1 36
10 2 36
10 3 56
10 4 55
10 5 48
10 6 58
10 7 59
10 8 49
10 9 60
10 10 0
10 11 37
10 12 49
10 13 56
10 14 41
10 15 51
10 16 47
10 17 35
10 18 45
10 19 38
10 20 51
10 21 35
10 22 56
10 23 43
10 24 36
10 25 42
10 26 48
10 27 52
10 28 57
10 29 42
10 30 43
10 31 40
10 32 57
10 33 41
10 34 43
10 35 53
10 36 47
10 37 35
10 38 59
10 39 51
10 40 45
10 41 59
10 42 53
10 43 46
10 44 37
10 45 52
10 46 42
10 47 38
10 48 53
10 49 60
10 50 40
10 51 48
10 52 46
10 53 42
10 54 51
10 55 55
10 56 43
10 57 49
10 58 47
10 59 36
10 60 37
10 61 52
10 62 54
10 63 48
10 64 54
10 65 41
10 66 48
10 67 44
10 68 37
10 69 48
10 70 37
10 71 59
10 72 46
10 73 36
10 74 45
10 75 48
10 76 53
10 77 44
10 78 60
10 79 35
10 80 60
11 1 45
11 2 35
11 3 54
11 4 55
11 5 44
11 6 60
11 7 60
11 8 49
11 9 45
11 10 36
11 11 0
11 12 43
11 13 50
11 14 44
11 15 60
11 16 51
11 17 57
11 18 44
11 19 51
11 20 60
11 21 51
11 22 46
11 23 55
11 24 60
11 25 55
11 26 43
11 27 45
11 28 42
11 29 56
11 30 52
11 31 52
11 32 55
11 33 38
11 34 53
11 35 40
11 36 59
11 37 51
11 38 49
11 39 58
11 40 38
11 41 35
11 42 51
11 43 52
11 44 60
11 45 36
11 46 36
11 47 60
11 48 50
11 49 35
11 50 59
11 51 35
11 52 52
11 53 49
11 54 58
11 55 36
11 56 49
11 57 49
11 58 58
11 59 49
11 60 56
11 61 41
11 62 56
11 63 55
11 64 49
11 65 37
11 66 40
11 67 51
11 68 40
11 69 58
11 70 37
11 71 58
11 72 58
11 73 59
11 74 52
11 75 51
11 76 54
11 77 37
11 78 40
11 79 36
11 80 42
12 1 56
12 2 40
12 3 53
12 4 42
12 5 56
12 6 60
12 7 42
12 8 52
12 9 59
12 10 43
12 11 56
12 12 0
12 13 46
12 14 37
12 15 40
12 16 41
12 17 51
12 18 37
12 19 54
12 20 43
12 21 49
12 22 44
12 23 51
12 24 51
12 25 44
12 26 55
12 27 44
12 28 39
12 29 40
12 30 48
12 31 49
12 32 56
12 33 50
12 34 58
12 35 57
12 36 41
12 37 47
12 38 45
12 39 36
12 40 55
12 41 37
12 42 48
12 43 37
12 44 54
12 45 47
12 46 45
12 47 50
12 48 35
12 49 59
12 50 51
12 51 55
12 52 58
12 53 58
12 54 50
12 55 54
12 56 44
12 57 39
12 58 51
12 59 36
12 60 55
12 61 37
12 62 60
12 63 36
12 64 55
12 65 58
12 66 47
12 67 53
12 68 56
12 69 41
12 70 57
12 71 60
12 72 37
12 73 43
12 74 59
12 75 41
12 76 47
12 77 54
12 78 42
12 79 44
12 80 51
13 1 46
13 2 50
13 3 38
13 4 54
13 5 38
13 6 55
13 7 40
13 8 59
13 9 57
13 10 48
13 11 60
13 12 36
13 13 0
13 14 58
13 15 46
13 16 43
13 17 58
13 18 58
13 19 60
13 20 58
13 21 49
13 22 59
13 23 39
13 24 37
13 25 49
13 26 39
13 27 44
13 28 52
13 29 56
13 30 37
13 31 51
13 32 49
13 33 48
13 34 38
13 35 46
13 36 49
13 37 46
13 38 36
13 39 52
13 40 55
13 41 55
13 42 49
13 43 50
13 44 55
13 45 44
13 46 53
13 47 56
13 48 52
13 49 49
13 50 57
13 51 48
13 52 60
13 53 48
13 54 60
13 55 42
13 56 40
13 57 56
13 58 50
13 59 41
13 60 47
13 61 57
13 62 48
13 63 43
13 64 35
13 65 38
13 66 50
13 67 36
13 68 58
13 69 40
13 70 44
13 71 59
13 72 47
13 73 45
13 74 45
13 75 43
13 76 57
13 77 42
13 78 60
13 79 49
13 80 36
14 1 50
14 2 52
14 3 49
14 4 56
14 5 51
14 6 59
14 7 55
14 8 51
14 9 35
14 10 39
14 11 59
14 12 58
14 13 50
14 14 0
14 15 46
14 16 57
14 17 42
14 18 36
14 19 53
14 20 53
14 21 56
14 22 41
14 23 40
14 24 45
14 25 47
14 26 35
14 27 42
14 28 42
14 29 43
14 30 46
14 31 60
14 32 35
14 33 37
14 34 47
14 35 43
14 36 40
14 37 52
14 38 44
14 39 59
14 40 47
14 41 35
14 42 39
14 43 58
14 44 39
14 45 52
14 46 46
14 47 54
14 48 53
14 49 40
14 50 60
14 51 45
14 52 54
14 53 59
14 54 37
14 55 46
14 56 50
14 57 59
14 58 57
14 59 59
14 60 55
14 61 59
14 62 59
14 63 41
14 64 36
14 65 40
14 66 48
14 67 53
14 68 47
14 69 39
14 70 45
14 71 41
14 72 35
14 73 38
14 74 55
14 75 52
14 76 54
14 77 57
14 78 51
14 79 51
14 80 40
15 1 36
15 2 57
15 3 48
15 4 55
15 5 56
15 6 48
15 7 59
15 8 43
15 9 52
15 10 44
15 11 35
15 12 57
15 13 60
15 14 58
15 15 0
15 16 50
15 17 59
15 18 55
15 19 37
15 20 57
15 21 45
15 22 58
15 23 40
15 24 46
15 25 42
15 26 56
15 27 45
15 28 37
15 29 52
15 30 46
15 31 59
15 32 43
15 33 35
15 34 43
15 35 59
15 36 59
15 37 38
15 38 55
15 39 42
15 40 41
15 41 58
15 42 57
15 43 36
15 44 49
15 45 49
15 46 36
15 47 46
15 48 60
15 49 55
15 50 52
15 51 44
15 52 36
15 53 50
15 54 44
15 55 42
15 56 53
15 57 48
15 58 39
15 59 35
15 60 44
15 61 47
15 62 45
15 63 35
15 64 48
15 65 48
15 66 38
15 67 58
15 68 47
15 69 35
15 70 41
15 71 57
15 72 51
15 73 60
15 74 35
15 75 48
15 76 41
15 77 59
15 78 59
15 79 58
15 80 51
16 1 49
16 2 48
16 3 55
16 4 60
16 5 50
16 6 36
16 7 39
16 8 44
16 9 49
16 10 60
16 11 58
16 12 51
16 13 46
16 14 57
16 15 50
16 16 0
16 17 36
16 18 54
16 19 37
16 20 36
16 21 52
16 22 44
16 23 45
16 24 51
16 25 49
16 26 45
16 27 37
16 28 48
16 29 49
16 30 42
16 31 41
16 32 60
16 33 42
16 34 37
16 35 56
16 36 35
16 37 36
16 38 58
16 39 46
16 40 60
16 41 54
16 42 46
16 43 38
16 44 59
16 45 35
16 46 42
16 47 38
16 48 50
16 49 42
16 50 40
16 51 41
16 52 57
16 53 59
16 54 59
16 55 43
16 56 60
16 57 42
16 58 60
16 59 53
16 60 58
16 61 53
16 62 52
16 63 52
16 64 47
16 65 55
16 66 41
16 67 54
16 68 58
16 69 36
16 70 44
16 71 38
16 72 54
16 73 59
16 74 48
16 75 59
16 76 44
16 77 58
16 78 56
16 79 41
16 80 37
17 1 53
17 2 43
17 3 37
17 4 41
17 5 38
17 6 44
17 7 40
17 8 53
17 9 57
17 10 49
17 11 56
17 12 35
17 13 52
17 14 35
17 15 55
17 16 38
17 17 0
17 18 47
17 19 42
17 20 45
17 21 50
17 22 45
17 23 41
17 24 55
17 25 35
17 26 48
17 27 51
17 28 59
17 29 60
17 30 43
17 31 60
17 32 41
17 33 53
17 34 38
17 35 52
17 36 36
17 37 55
17 38 39
17 39 46
17 40 56
17 41 51
17 42 51
17 43 40
17 44 53
17 45 36
17 46 42
17 47 59
17 48 48
17 49 54
17 50 41
17 51 55
17 52 58
17 53 45
17 54 57
17 55 52
17 56 55
17 57 39
17 58 49
17 59 46
17 60 46
17 61 51
17 62 37
17 63 55
17 64 45
17 65 38
17 66 59
17 67 37
17 68 47
17 69 47
17 70 42
17 71 41
17 72 54
17 73 54
17 74 35
17 75 38
17 76 46
17 77 56
17 78 51
17 79 47
17 80 49
18 1 46
18 2 47
18 3 37
18 4 53
18 5 38
18 6 50
18 7 58
18 8 45
18 9 55
18 10 49
18 11 58
18 12 54
18 13 43
18 14 42
18 15 43
18 16 49
18 17 41
18 18 0
18 19 48
18 20 60
18 21 54
18 22 35
18 23 51
18 24 39
18 25 54
18 26 59
18 27 36
18 28 51
18 29 44
18 30 39
18 31 40
18 32 46
18 33 39
18 34 42
18 35 46
18 36 59
18 37 55
18 38 58
18 39 48
18 40 38
18 41 42
18 42 58
18 43 49
18 44 49
18 45 53
18 46 55
18 47 50
18 48 56
18 49 60
18 50 46
18 51 51
18 52 35
18 53 36
18 54 35
18 55 50
18 56 58
18 57 56
18 58 36
18 59 35
18 60 38
18 61 50
18 62 51
18 63 47
18 64 41
18 65 54
18 66 35
18 67 56
18 68 55
18 69 38
18 70 44
18 71 54
18 72 60
18 73 41
18 74 55
18 75 48
18 76 53
18 77 57
18 78 52
18 79 54
18 80 43
19 1 36
19 2 51
19 3 53
19 4 41
19 5 40
19 6 44
19 7 47
19 8 42
19 9 49
19 10 60
19 11 41
19 12 52
19 13 43
19 14 53
19 15 60
19 16 47
19 17 49
19 18 45
19 19 0
19 20 42
19 21 50
19 22 56
19 23 39
19 24 37
19 25 36
19 26 46
19 27 47
19 28 49
19 29 51
19 30 41
19 31 47
19 32 43
19 33 38
19 34 46
19 35 58
19 36 58
19 37 53
19 38 50
19 39 38
19 40 49
19 41 46
19 42 44
19 43 53
19 44 55
19 45 51
19 46 38
19 47 53
19 48 46
19 49 54
19 50 51
19 51 48
19 52 46
19 53 36
19 54 52
19 55 52
19 56 58
19 57 37
19 58 52
19 59 54
19 60 53
19 61 36
19 62 46
19 63 44
19 64 36
19 65 38
19 66 45
19 67 56
19 68 52
19 69 54
19 70 60
19 71 37
19 72 59
19 73 42
19 74 42
19 75 37
19 76 46
19 77 38
19 78 40
19 79 51
19 80 36
20 1 60
20 2 50
20 3 59
20 4 50
20 5 54
20 6 51
20 7 59
20 8 55
20 9 39
20 10 43
20 11 49
20 12 58
20 13 52
20 14 59
20 15 44
20 16 46
20 17 38
20 18 55
20 19 35
20 20 0
20 21 59
20 22 44
20 23 36
20 24 55
20 25 59
20 26 60
20 27 54
20 28 36
20 29 49
20 30 53
20 31 43
20 32 38
20 33 44
20 34 51
20 35 56
20 36 56
20 37 51
20 38 56
20 39 50
20 40 44
20 41 36
20 42 54
20 43 37
20 44 58
20 45 55
20 46 43
20 47 40
20 48 46
20 49 43
20 50 55
20 51 52
20 52 35
20 53 54
20 54 40
20 55 36
20 56 35
20 57 39
20 58 50
20 59 53
20 60 44
20 61 45
20 62 53
20 63 38
20 64 41
20 65 40
20 66 46
20 67 46
20 68 49
20 69 42
20 70 59
20 71 44
20 72 56
20 73 51
20 74 51
20 75 58
20 76 57
20 77 42
20 78 40
20 79 54
20 80 50
21 1 40
21 2 43
21 3 48
21 4 38
21 5 53
21 6 58
21 7 50
21 8 57
21 9 42
21 10 37
21 11 43
21 12 38
21 13 58
21 14 48
21 15 39
21 16 54
21 17 53
21 18 38
21 19 45
21 20 52
21 21 0
21 22 38
21 23 58
21 24 52
21 25 53
21 26 45
21 27 56
21 28 58
21 29 49
21 30 40
21 31 41
21 32 58
21 33 53
21 34 45
21 35 48
21 36 50
21 37 48
21 38 37
21 39 53
21 40 51
21 41 47
21 42 35
21 43 45
21 44 41
21 45 45
21 46 58
21 47 53
21 48 47
21 49 59
21 50 39
21 51 47
21 52 41
21 53 42
21 54 50
21 55 38
21 56 56
21 57 37
21 58 53
21 59 53
21 60 38
21 61 40
21 62 48
21 63 45
21 64 36
21 65 45
21 66 56
21 67 54
21 68 42
21 69 51
21 70 42
21 71 59
21 72 60
21 73 56
21 74 54
21 75 40
21 76 48
21 77 55
21 78 44
21 79 45
21 80 36
22 1 47
22 2 59
22 3 48
22 4 38
22 5 53
22 6 48
22 7 48
22 8 51
22 9 51
22 10 43
22 11 49
22 12 40
22 13 54
22 14 56
22 15 36
22 16 49
22 17 57
22 18 42
22 19 44
22 20 49
22 21 59
22 22 0
22 23 60
22 24 48
22 25 51
22 26 55
22 27 47
22 28 52
22 29 47
22 30 40
22 31 43
22 32 41
22 33 51
22 34 56
22 35 36
22 36 42
22 37 36
22 38 42
22 39 47
22 40 50
22 41 37
22 42 56
22 43 44
22 44 46
22 45 49
22 46 39
22 47 59
22 48 58
22 49 50
22 50 50
22 51 49
22 52 50
22 53 44
22 54 42
22 55 47
22 56 40
22 57 52
22 58 46
22 59 53
22 60 45
22 61 52
22 62 36
22 63 51
22 64 37
22 65 50
22 66 43
22 67 53
22 68 38
22 69 35
22 70 48
22 71 37
22 72 52
22 73 44
22 74 51
22 75 59
22 76 54
22 77 58
22 78 43
22 79 51
22 80 60
23 1 43
23 2 58
23 3 43
23 4 46
23 5 56
23 6 41
23 7 40
23 8 53
23 9 45
23 10 44
23 11 57
23 12 58
23 13 56
23 14 53
23 15 40
23 16 55
23 17 57
23 18 37
23 19 41
23 20 35
23 21 59
23 22 53
23 23 0
23 24 48
23 25 43
23 26 53
23 27 57
23 28 53
23 29 57
23 30 40
23 31 52
23 32 44
23 33 51
23 34 39
23 35 37
23 36 58
23 37 49
23 38 60
23 39 43
23 40 56
23 41 50
23 42 50
23 43 57
23 44 35
23 45 39
23 46 48
23 47 45
23 48 43
23 49 52
23 50 43
23 51 54
23 52 37
23 53 56
23 54 58
23 55 48
23 56 58
23 57 47
23 58 40
23 59 50
23 60 40
23 61 44
23 62 38
23 63 35
23 64 45
23 65 58
23 66 35
23 67 35
23 68 45
23 69 54
23 70 58
23 71 39
23 72 45
23 73 57
23 74 43
23 75 51
23 76 42
23 77 40
23 78 52
23 79 45
23 80 50
24 1 44
24 2 44
24 3 41
24 4 48
24 5 51
24 6 52
24 7 48
24 8 38
24 9 37
24 10 51
24 11 55
24 12 60
24 13 37
24 14 42
24 15 60
24 16 45
24 17 53
24 18 55
24 19 36
24 20 40
24 21 46
24 22 49
24 23 59
24 24 0
24 25 43
24 26 37
24 27 58
24 28 55
24 29 48
24 30 60
24 31 58
24 32 53
24 33 42
24 34 60
24 35 50
24 36 49
24 37 39
24 38 47
24 39 49
24 40 59
24 41 53
24 42 38
24 43 38
24 44 37
24 45 36
24 46 44
24 47 45
24 48 57
24 49 57
24 50 37
24 51 38
24 52 42
24 53 50
24 54 56
24 55 41
24 56 37
24 57 37
24 58 51
24 59 49
24 60 43
24 61 55
24 62 52
24 63 56
24 64 47
24 65 35
24 66 57
24 67 52
24 68 50
24 69 40
24 70 59
24 71 60
24 72 53
24 73 42
24 74 49
24 75 40
24 76 39
24 77 40
24 78 38
24 79 55
24 80 51
25 1 53
25 2 44
25 3 35
25 4 59
25 5 53
25 6 50
25 7 59
25 8 48
25 9 58
25 10 42
25 11 52
25 12 47
25 13 35
25 14 44
25 15 40
25 16 46
25 17 39
25 18 57
25 19 36
25 20 45
25 21 40
25 22 42
25 23 55
25 24 56
25 25 0
25 26 43
25 27 51
25 28 46
25 29 52
25 30 35
25 31 56
25 32 49
25 33 58
25 34 54
25 35 42
25 36 44
25 37 52
25 38 53
25 39 57
25 40 59
25 41 47
25 42 49
25 43 35
25 44 46
25 45 50
25 46 53
25 47 57
25 48 37
25 49 55
25 50 47
25 51 52
25 52 52
25 53 43
25 54 37
25 55 43
25 56 48
25 57 38
25 58 41
25 59 42
25 60 42
25 61 45
25 62 54
25 63 46
25 64 35
25 65 43
25 66 54
25 67 43
25 68 51
25 69 52
25 70 37
25 71 56
25 72 53
25 73 57
25 74 46
25 75 44
25 76 39
25 77 39
25 78 53
25 79 50
25 80 55
26 1 53
26 2 50
26 3 54
26 4 43
26 5 45
26 6 58
26 7 38
26 8 59
26 9 50
26 10 39
26 11 42
26 12 44
26 13 48
26 14 56
26 15 57
26 16 37
26 17 40
26 18 54
26 19 41
26 20 57
26 21 36
26 22 38
26 23 47
26 24 59
26 25 41
26 26 0
26 27 41
26 28 53
26 29 48
26 30 39
26 31 53
26 32 39
26 33 46
26 34 40
26 35 55
26 36 43
26 37 59
26 38 42
26 39 41
26 40 59
26 41 53
26 42 50
26 43 45
26 44 52
26 45 39
26 46 41
26 47 42
26 48 55
26 49 44
26 50 47
26 51 46
26 52 47
26 53 46
26 54 35
26 55 47
26 56 36
26 57 36
26 58 51
26 59 48
26 60 51
26 61 49
26 62 50
26 63 36
26 64 37
26 65 47
26 66 45
26 67 50
26 68 42
26 69 56
26 70 42
26 71 43
26 72 38
26 73 58
26 74 47
26 75 57
26 76 48
26 77 59
26 78 44
26 79 59
26 80 48
27 1 55
27 2 37
27 3 47
27 4 57
27 5 46
27 6 49
27 7 43
27 8 55
27 9 45
27 10 48
27 11 53
27 12 45
27 13 59
27 14 48
27 15 35
27 16 46
27 17 42
27 18 49
27 19 39
27 20 57
27 21 37
27 22 52
27 23 56
27 24 46
27 25 47
27 26 40
27 27 0
27 28 53
27 29 56
27 30 57
27 31 41
27 32 36
27 33 47
27 34 41
27 35 51
27 36 37
27 37 38
27 38 43
27 39 45
27 40 48
27 41 42
27 42 56
27 43 42
27 44 52
27 45 38
27 46 53
27 47 45
27 48 56
27 49 43
27 50 35
27 51 35
27 52 43
27 53 57
27 54 50
27 55 55
27 56 40
27 57 53
27 58 35
27 59 45
27 60 45
27 61 35
27 62 42
27 63 44
27 64 44
27 65 59
27 66 54
27 67 52
27 68 47
27 69 41
27 70 37
27 71 36
27 72 48
27 73 57
27 74 54
27 75 46
27 76 51
27 77 40
27 78 42
27 79 51
27 80 37
28 1 36
28 2 36
28 3 60
28 4 56
28 5 48
28 6 43
28 7 47
28 8 52
28 9 58
28 10 48
28 11 49
28 12 37
28 13 52
28 14 48
28 15 35
28 16 54
28 17 57
28 18 35
28 19 41
28 20 35
28 21 60
28 22 41
28 23 36
28 24 60
28 25 49
28 26 37
28 27 40
28 28 0
28 29 43
28 30 42
28 31 57
28 32 57
28 33 60
28 34 48
28 35 37
28 36 47
28 37 41
28 38 42
28 39 37
28 40 42
28 41 40
28 42 47
28 43 45
28 44 57
28 45 41
28 46 41
28 47 57
28 48 56
28 49 55
28 50 53
28 51 50
28 52 41
28 53 59
28 54 43
28 55 43
28 56 54
28 57 38
28 58 55
28 59 37
28 60 52
28 61 41
28 62 41
28 63 48
28 64 43
28 65 37
28 66 49
28 67 40
28 68 50
28 69 45
28 70 41
28 71 58
28 72 44
28 73 38
28 74 47
28 75 51
28 76 39
28 77 60
28 78 48
28 79 46
28 80 36
29 1 44
29 2 36
29 3 47
29 4 45
29 5 56
29 6 35
29 7 44
29 8 54
29 9 59
29 10 45
29 11 48
29 12 58
29 13 47
29 14 49
29 15 39
29 16 51
29 17 52
29 18 45
29 19 58
29 20 38
29 21 49
29 22 54
29 23 40
29 24 53
29 25 41
29 26 42
29 27 41
29 28 37
29 29 0
29 30 52
29 31 47
29 32 59
29 33 39
29 34 51
29 35 49
29 36 54
29 37 44
29 38 57
29 39 60
29 40 36
29 41 39
29 42 47
29 43 52
29 44 54
29 45 55
29 46 39
29 47 49
29 48 43
29 49 35
29 50 60
29 51 43
29 52 46
29 53 44
29 54 44
29 55 57
29 56 58
29 57 57
29 58 35
29 59 46
29 60 56
29 61 43
29 62 50
29 63 37
29 64 60
29 65 59
29 66 44
29 67 46
29 68 37
29 69 47
29 70 52
29 71 56
29 72 56
29 73 40
29 74 58
29 75 56
29 76 50
29 77 45
29 78 41
29 79 50
29 80 51
30 1 42
30 2 53
30 3 50
30 4 52
30 5 55
30 6 59
30 7 39
30 8 50
30 9 55
30 10 48
30 11 58
30 12 49
30 13 36
30 14 47
30 15 47
30 16 41
30 17 50
30 18 52
30 19 46
30 20 49
30 21 37
30 22 54
30 23 35
30 24 59
30 25 52
30 26 60
30 27 53
30 28 40
30 29 54
30 30 0
30 31 39
30 32 36
30 33 37
30 34 36
30 35 37
30 36 43
30 37 47
30 38 43
30 39 36
30 40 38
30 41 52
30 42 36
30 43 38
30 44 55
30 45 51
30 46 45
30 47 39
30 48 45
30 49 39
30 50 37
30 51 49
30 52 52
30 53 54
30 54 48
30 55 60
30 56 47
30 57 37
30 58 43
30 59 50
30 60 35
30 61 49
30 62 44
30 63 36
30 64 58
30 65 50
30 66 40
30 67 45
30 68 48
30 69 60
30 70 37
30 71 41
30 72 49
30 73 55
30 74 50
30 75 44
30 76 53
30 77 46
30 78 43
30 79 35
30 80 37
31 1 59
31 2 47
31 3 44
31 4 36
31 5 36
31 6 50
31 7 54
31 8 38
31 9 37
31 10 41
31 11 50
31 12 49
31 13 48
31 14 35
31 15 46
31 16 59
31 17 56
31 18 54
31 19 46
31 20 48
31 21 54
31 22 58
31 23 48
31 24 37
31 25 60
31 26 48
31 27 55
31 28 40
31 29 37
31 30 60
31 31 0
31 32 50
31 33 42
31 34 39
31 35 46
31 36 53
31 37 38
31 38 60
31 39 59
31 40 36
31 41 41
31 42 46
31 43 36
31 44 40
31 45 44
31 46 59
31 47 51
31 48 46
31 49 59
31 50 58
31 51 43
31 52 39
31 53 40
31 54 48
31 55 52
31 56 43
31 57 44
31 58 38
31 59 60
31 60 58
31 61 35
31 62 56
31 63 43
31 64 60
31 65 48
31 66 53
31 67 35
31 68 52
31 69 53
31 70 50
31 71 38
31 72 60
31 73 51
31 74 35
31 75 44
31 76 36
31 77 44
31 78 36
31 79 38
31 80 59
32 1 43
32 2 36
32 3 54
32 4 41
32 5 38
32 6 54
32 7 41
32 8 44
32 9 50
32 10 54
32 11 38
32 12 38
32 13 43
32 14 59
32 15 56
32 16 53
32 17 51
32 18 58
32 19 45
32 20 35
32 21 56
32 22 49
32 23 44
32 24 55
32 25 44
32 26 48
32 27 56
32 28 36
32 29 44
32 30 41
32 31 51
32 32 0
32 33 59
32 34 47
32 35 36
32 36 59
32 37 50
32 38 60
32 39 39
32 40 56
32 41 45
32 42 55
32 43 55
32 44 35
32 45 41
32 46 43
32 47 50
32 48 39
32 49 41
32 50 60
32 51 42
32 52 45
32 53 43
32 54 56
32 55 36
32 56 37
32 57 56
32 58 56
32 59 44
32 60 54
32 61 43
32 62 41
32 63 49
32 64 35
32 65 60
32 66 35
32 67 45
32 68 43
32 69 57
32 70 52
32 71 47
32 72 38
32 73 44
32 74 43
32 75 46
32 76 52
32 77 39
32 78 52
32 79 35
32 80 40
33 1 36
33 2 52
33 3 42
33 4 39
33 5 57
33 6 39
33 7 53
33 8 47
33 9 42
33 10 59
33 11 60
33 12 56
33 13 45
33 14 58
33 15 49
33 16 48
33 17 51
33 18 38
33 19 46
33 20 35
33 21 52
33 22 54
33 23 36
33 24 49
33 25 42
33 26 54
33 27 36
33 28 47
33 29 43
33 30 48
33 31 55
33 32 53
33 33 0
33 34 40
33 35 56
33 36 48
33 37 57
33 38 47
33 39 58
33 40 45
33 41 45
33 42 56
33 43 40
33 44 60
33 45 42
33 46 38
33 47 54
33 48 38
33 49 58
33 50 55
33 51 50
33 52 49
33 53 42
33 54 40
33 55 60
33 56 40
33 57 38
33 58 52
33 59 39
33 60 39
33 61 53
33 62 40
33 63 45
33 64 46
33 65 36
33 66 53
33 67 49
33 68 48
33 69 54
33 70 52
33 71 42
33 72 50
33 73 45
33 74 59
33 75 53
33 76 41
33 77 45
33 78 43
33 79 50
33 80 48
34 1 40
34 2 54
34 3 49
34 4 36
34 5 38
34 6 59
34 7 44
34 8 45
34 9 54
34 10 42
34 11 37
34 12 43
34 13 42
34 14 55
34 15 46
34 16 47
34 17 46
34 18 51
34 19 48
34 20 57
34 21 55
34 22 60
34 23 60
34 24 36
34 25 49
34 26 38
34 27 43
34 28 56
34 29 41
34 30 37
34 31 58
34 32 39
34 33 41
34 34 0
34 35 53
34 36 53
34 37 37
34 38 40
34 39 47
34 40 45
34 41 60
34 42 52
34 43 49
34 44 42
34 45 42
34 46 49
34 47 45
34 48 58
34 49 53
34 50 46
34 51 49
34 52 50
34 53 51
34 54 37
34 55 46
34 56 46
34 57 55
34 58 51
34 59 45
34 60 49
34 61 37
34 62 37
34 63 58
34 64 58
34 65 39
34 66 50
34 67 49
34 68 36
34 69 58
34 70 53
34 71 37
34 72 60
34 73 47
34 74 59
34 75 40
34 76 45
34 77 49
34 78 57
34 79 48
34 80 48
35 1 55
35 2 38
35 3 59
35 4 47
35 5 43
35 6 51
35 7 60
35 8 41
35 9 40
35 10 37
35 11 47
35 12 55
35 13 56
35 14 35
35 15 46
35 16 39
35 17 57
35 18 40
35 19 35
35 20 57
35 21 43
35 22 51
35 23 48
35 24 36
35 25 38
35 26 52
35 27 56
35 28 42
35 29 55
35 30 40
35 31 40
35 32 44
35 33 56
35 34 60
35 35 0
35 36 35
35 37 37
35 38 47
35 39 38
35 40 36
35 41 46
35 42 60
35 43 60
35 44 60
35 45 53
35 46 58
35 47 39
35 48 58
35 49 43
35 50 46
35 51 35
35 52 54
35 53 52
35 54 44
35 55 47
35 56 44
35 57 42
35 58 38
35 59 58
35 60 49
35 61 51
35 62 57
35 63 54
35 64 43
35 65 48
35 66 39
35 67 36
35 68 49
35 69 50
35 70 44
35 71 38
35 72 40
35 73 55
35 74 39
35 75 40
35 76 42
35 77 54
35 78 53
35 79 44
35 80 46
36 1 37
36 2 44
36 3 54
36 4 58
36 5 50
36 6 59
36 7 54
36 8 60
36 9 44
36 10 60
36 11 39
36 12 50
36 13 44
36 14 49
36 15 55
36 16 41
36 17 40
36 18 53
36 19 47
36 20 40
36 21 41
36 22 46
36 23 47
36 24 44
36 25 45
36 26 56
36 27 44
36 28 48
36 29 51
36 30 36
36 31 42
36 32 46
36 33 50
36 34 59
36 35 53
36 36 0
36 37 49
36 38 59
36 39 52
36 40 52
36 41 40
36 42 51
36 43 44
36 44 50
36 45 42
36 46 58
36 47 59
36 48 47
36 49 35
36 50 38
36 51 59
36 52 42
36 53 42
36 54 60
36 55 42
36 56 58
36 57 52
36 58 52
36 59 60
36 60 39
36 61 38
36 62 38
36 63 60
36 64 46
36 65 56
36 66 41
36 67 55
36 68 51
36 69 58
36 70 35
36 71 54
36 72 49
36 73 38
36 74 55
36 75 47
36 76 47
36 77 56
36 78 37
36 79 42
36 80 40
37 1 43
37 2 37
37 3 43
37 4 52
37 5 50
37 6 39
37 7 39
37 8 36
37 9 55
37 10 50
37 11 39
37 12 53
37 13 42
37 14 56
37 15 37
37 16 43
37 17 53
37 18 43
37 19 45
37 20 45
37 21 45
37 22 55
37 23 40
37 24 45
37 25 58
37 26 47
37 27 50
37 28 48
37 29 35
37 30 54
37 31 42
37 32 53
37 33 48
37 34 35
37 35 60
37 36 56
37 37 0
37 38 43
37 39 40
37 40 58
37 41 41
37 42 57
37 43 45
37 44 47
37 45 49
37 46 56
37 47 52
37 48 40
37 49 60
37 50 39
37 51 46
37 52 46
37 53 42
37 54 52
37 55 55
37 56 54
37 57 52
37 58 58
37 59 54
37 60 41
37 61 43
37 62 39
37 63 38
37 64 39
37 65 50
37 66 47
37 67 56
37 68 56
37 69 38
37 70 38
37 71 40
37 72 37
37 73 38
37 74 47
37 75 49
37 76 43
37 77 54
37 78 47
37 79 46
37 80 59
38 1 59
38 2 42
38 3 46
38 4 60
38 5 58
38 6 60
38 7 39
38 8 44
38 9 39
38 10 44
38 11 59
38 12 37
38 13 45
38 14 50
38 15 58
38 16 58
38 17 59
38 18 51
38 19 58
38 20 42
38 21 49
38 22 38
38 23 39
